cliente_id,idade,segmento_cliente,tempo_de_conta_meses,renda_mensal_estimada,score_relacionamento,tem_cartao_pre_pago
2925,50,universitario,114,"699,07",medio,True
2926,40,universitario,205,"704,73",alto,True
2927,67,varejo_tradicional,124,"5469,80",alto,False
2928,62,varejo_tradicional,146,"5478,14",alto,False
2929,19,digital,209,"15393,55",alto,True
2930,58,varejo_tradicional,237,"7695,37",baixo,False
2931,38,varejo_tradicional,220,"5908,58",medio,False
2932,19,alta_renda,204,"30769,81",alto,False
2933,44,digital,163,"9651,05",medio,False
2934,74,varejo_tradicional,86,"6923,91",medio,False
2935,26,varejo_tradicional,167,"5653,39",medio,False
2936,18,varejo_tradicional,129,"3774,02",baixo,False
2937,28,alta_renda,165,"30536,35",medio,False
2938,20,varejo_tradicional,21,"4365,80",medio,False
2939,69,varejo_tradicional,1,"4639,10",medio,True
2940,40,universitario,132,"532,19",medio,False
2941,43,varejo_tradicional,224,"5854,81",alto,False
2942,21,varejo_tradicional,58,"7441,97",baixo,True
2943,35,varejo_tradicional,1,"5625,03",medio,False
2944,72,varejo_tradicional,141,"4223,52",medio,True
2945,23,varejo_tradicional,174,"6312,60",medio,True
2946,52,varejo_tradicional,175,"4677,36",medio,False
2947,39,baixa_renda,209,"1364,80",alto,True
2948,60,varejo_tradicional,204,"5414,46",medio,True
2949,32,universitario,7,"693,75",baixo,False
2950,39,universitario,51,"464,90",medio,False
2951,54,digital,3,"11736,30",baixo,False
2952,69,varejo_tradicional,178,"6982,62",medio,True
2953,59,varejo_tradicional,154,"4685,08",baixo,True
2954,29,universitario,31,"603,85",medio,False
2955,64,digital,100,"9094,11",medio,False
2956,66,universitario,62,"662,85",baixo,False
2957,59,varejo_tradicional,154,"4066,07",medio,False
2958,55,alta_renda,195,"32057,20",medio,False
2959,35,varejo_tradicional,108,"6661,29",medio,False
2960,62,digital,55,"9105,78",alto,True
2961,52,digital,156,"11049,22",medio,True
2962,47,varejo_tradicional,44,"6005,13",medio,False
2963,41,digital,81,"9266,44",medio,False
2964,59,universitario,166,"521,09",medio,True
2965,47,baixa_renda,239,"1297,41",medio,False
2966,31,baixa_renda,30,"1267,56",baixo,True
2967,23,digital,66,"11339,54",medio,False
2968,20,digital,136,"12449,21",medio,False
2969,33,varejo_tradicional,14,"6435,28",medio,False
2970,24,digital,101,"12796,76",medio,True
2971,69,varejo_tradicional,227,"5548,27",medio,False
2972,31,digital,106,"9198,09",medio,False
2973,26,varejo_tradicional,103,"7029,46",medio,False
2974,32,digital,62,"11887,49",baixo,False
2975,38,digital,75,"11965,70",medio,True
2976,52,alta_renda,191,"37518,50",alto,True
2977,19,digital,79,"10014,39",medio,False
2978,44,alta_renda,194,"31915,08",alto,True
2979,19,universitario,229,"569,78",medio,False
2980,52,digital,107,"11479,60",alto,True
2981,35,digital,96,"14563,66",baixo,False
2982,31,varejo_tradicional,40,"6327,69",baixo,True
2983,37,baixa_renda,141,"1494,80",baixo,False
2984,35,digital,107,"10838,05",alto,False
2985,27,alta_renda,17,"27594,66",medio,False
2986,42,digital,15,"10997,93",medio,False
2987,19,baixa_renda,161,"1155,15",alto,False
2988,42,universitario,16,"548,45",baixo,True
2989,71,varejo_tradicional,13,"4627,59",medio,False
2990,50,varejo_tradicional,214,"5762,04",medio,False
2991,53,digital,151,"11097,57",medio,True
2992,48,digital,36,"12327,83",baixo,False
2993,31,varejo_tradicional,43,"6608,73",medio,False
2994,18,baixa_renda,178,"1335,54",medio,False
2995,63,digital,114,"13455,77",baixo,False
2996,33,alta_renda,74,"35146,52",baixo,False
2997,71,baixa_renda,81,"1563,37",baixo,False
2998,63,digital,94,"12313,73",medio,False
2999,69,alta_renda,141,"36386,56",baixo,True
3000,20,digital,30,"9498,79",medio,False
3001,52,baixa_renda,185,"1169,82",medio,False
3002,58,digital,238,"10826,26",alto,False
3003,23,digital,30,"9758,23",medio,True
3004,42,digital,199,"11631,20",medio,False
3005,30,digital,10,"13131,15",medio,False
3006,70,digital,99,"11407,71",medio,False
3007,51,digital,194,"9858,60",alto,False
3008,25,varejo_tradicional,94,"4694,71",alto,False
3009,38,alta_renda,211,"38954,98",medio,False
3010,51,digital,39,"9616,40",medio,False
3011,21,digital,37,"9289,09",medio,False
3012,42,universitario,131,"643,09",baixo,False
3013,32,universitario,89,"551,24",alto,True
3014,21,alta_renda,162,"32808,80",medio,False
3015,62,digital,214,"9594,89",medio,False
3016,29,varejo_tradicional,166,"7543,84",baixo,False
3017,49,digital,14,"12798,80",baixo,False
3018,49,digital,192,"13855,29",baixo,True
3019,45,baixa_renda,39,"1224,35",baixo,False
3020,30,digital,182,"11988,92",medio,True
3021,48,alta_renda,130,"37615,92",baixo,False
3022,31,digital,224,"9527,74",alto,False
3023,37,alta_renda,43,"39639,44",medio,False
3024,35,varejo_tradicional,181,"7122,10",medio,True
3025,46,baixa_renda,131,"1388,81",medio,False
3026,23,alta_renda,169,"39425,22",baixo,False
3027,49,alta_renda,8,"40957,14",alto,True
3028,46,varejo_tradicional,218,"5272,66",medio,False
3029,60,varejo_tradicional,96,"8307,47",baixo,False
3030,19,universitario,203,"640,27",baixo,False
3031,40,varejo_tradicional,191,"7725,79",medio,False
3032,36,varejo_tradicional,65,"4320,98",medio,False
3033,48,varejo_tradicional,79,"4823,53",medio,False
3034,68,digital,132,"11489,69",medio,False
3035,22,digital,68,"12667,86",medio,True
3036,36,varejo_tradicional,92,"7109,38",medio,False
3037,51,varejo_tradicional,10,"3294,03",medio,False
3038,27,digital,75,"7223,56",medio,False
3039,42,digital,178,"13150,98",baixo,False
3040,19,varejo_tradicional,151,"7274,96",medio,True
3041,28,digital,61,"7743,29",baixo,True
3042,67,alta_renda,47,"46138,88",baixo,False
3043,48,alta_renda,3,"35879,47",medio,False
3044,73,alta_renda,231,"31673,93",medio,False
3045,32,baixa_renda,103,"1340,23",baixo,False
3046,26,digital,17,"12858,26",baixo,True
3047,40,universitario,22,"575,54",alto,False
3048,36,digital,116,"13068,17",medio,False
3049,26,digital,91,"10092,14",baixo,False
3050,52,varejo_tradicional,144,"4598,49",baixo,False
3051,38,digital,208,"12931,64",medio,False
3052,26,digital,104,"10918,17",medio,True
3053,45,varejo_tradicional,3,"6851,41",baixo,False
3054,63,universitario,52,"549,34",medio,False
3055,68,varejo_tradicional,111,"5962,23",medio,False
3056,24,varejo_tradicional,161,"3809,72",medio,False
3057,33,varejo_tradicional,42,"6003,59",alto,False
3058,33,digital,130,"10144,89",baixo,False
3059,50,varejo_tradicional,39,"3799,51",alto,False
3060,21,alta_renda,46,"43272,57",alto,True
3061,21,digital,48,"12955,10",medio,True
3062,56,digital,27,"11182,99",alto,True
3063,57,varejo_tradicional,15,"4588,81",medio,True
3064,34,digital,7,"12486,84",alto,True
3065,54,universitario,109,"549,39",medio,False
3066,56,digital,185,"12234,33",baixo,True
3067,69,universitario,42,"608,55",medio,False
3068,46,alta_renda,9,"31894,83",baixo,False
3069,69,baixa_renda,105,"1206,79",baixo,False
3070,53,universitario,134,"512,75",medio,False
3071,55,varejo_tradicional,185,"5703,84",alto,False
3072,56,digital,76,"10047,25",medio,False
3073,67,digital,30,"11727,23",medio,False
3074,54,universitario,183,"561,57",baixo,False
3075,69,baixa_renda,84,"1229,99",medio,False
3076,52,universitario,126,"614,44",medio,False
3077,24,baixa_renda,84,"1533,07",baixo,False
3078,44,varejo_tradicional,54,"3185,83",baixo,False
3079,45,varejo_tradicional,110,"2492,92",medio,False
3080,39,varejo_tradicional,27,"4945,15",medio,False
3081,31,alta_renda,84,"38335,55",medio,False
3082,24,baixa_renda,187,"1448,71",alto,False
3083,54,universitario,7,"663,43",alto,False
3084,39,universitario,168,"567,23",medio,False
3085,22,universitario,104,"352,00",medio,False
3086,72,alta_renda,222,"35731,15",baixo,False
3087,19,baixa_renda,72,"1159,99",baixo,True
3088,44,digital,2,"10543,98",alto,False
3089,38,universitario,142,"564,74",medio,False
3090,71,varejo_tradicional,138,"3018,76",medio,False
3091,55,universitario,50,"540,17",baixo,False
3092,32,digital,146,"12109,70",alto,False
3093,38,varejo_tradicional,18,"3611,99",baixo,False
3094,27,baixa_renda,16,"1145,49",baixo,False
3095,40,digital,52,"13186,92",baixo,True
3096,73,alta_renda,197,"31699,09",medio,False
3097,56,varejo_tradicional,180,"7474,06",medio,False
3098,22,digital,159,"9473,11",medio,False
3099,18,digital,229,"11624,34",baixo,False
3100,30,varejo_tradicional,84,"6075,72",alto,True
3101,38,digital,151,"12371,95",alto,False
3102,43,varejo_tradicional,96,"5719,71",baixo,False
3103,67,varejo_tradicional,42,"7058,23",alto,False
3104,62,varejo_tradicional,209,"5890,11",alto,False
3105,38,varejo_tradicional,190,"6451,19",medio,False
3106,70,universitario,205,"531,90",baixo,True
3107,35,varejo_tradicional,113,"3194,75",alto,False
3108,54,digital,178,"10488,29",baixo,True
3109,62,universitario,205,"575,31",baixo,False
3110,49,digital,209,"12033,20",medio,False
3111,53,alta_renda,124,"31376,35",medio,True
3112,34,universitario,15,"507,19",medio,True
3113,52,universitario,90,"478,88",medio,True
3114,66,varejo_tradicional,172,"6171,90",medio,False
3115,28,universitario,220,"621,25",medio,True
3116,38,baixa_renda,42,"1528,31",medio,False
3117,69,digital,45,"12173,28",medio,True
3118,72,varejo_tradicional,94,"6607,69",alto,False
3119,70,digital,107,"11442,49",alto,False
3120,43,universitario,163,"352,00",medio,False
3121,21,digital,22,"10931,71",baixo,False
3122,51,universitario,128,"591,81",alto,False
3123,69,varejo_tradicional,202,"5541,22",baixo,True
3124,65,baixa_renda,203,"1305,17",baixo,True
3125,35,varejo_tradicional,38,"4755,76",alto,False
3126,57,varejo_tradicional,97,"7589,03",medio,True
3127,52,digital,198,"9989,84",medio,False
3128,58,varejo_tradicional,192,"5851,84",alto,False
3129,46,varejo_tradicional,101,"4978,65",alto,False
3130,69,varejo_tradicional,7,"6854,71",medio,False
3131,46,digital,44,"9986,18",alto,True
3132,55,alta_renda,76,"26442,45",medio,True
3133,59,baixa_renda,7,"1010,42",baixo,False
3134,38,digital,194,"6331,14",alto,False
3135,59,varejo_tradicional,60,"4854,27",baixo,False
3136,30,digital,1,"11241,53",medio,True
3137,66,universitario,62,"594,13",medio,False
3138,58,varejo_tradicional,87,"3576,97",medio,False
3139,34,varejo_tradicional,89,"5406,85",baixo,False
3140,73,varejo_tradicional,18,"4825,64",alto,False
3141,26,universitario,108,"486,02",medio,True
3142,58,digital,135,"14129,28",baixo,False
3143,18,baixa_renda,115,"1476,96",medio,False
3144,19,varejo_tradicional,54,"5338,34",medio,True
3145,65,varejo_tradicional,67,"5170,89",medio,False
3146,46,digital,93,"11987,00",baixo,True
3147,50,digital,138,"8185,57",medio,False
3148,27,varejo_tradicional,189,"6007,95",baixo,False
3149,67,varejo_tradicional,59,"6685,98",alto,True
3150,57,varejo_tradicional,187,"7189,30",baixo,False
3151,38,varejo_tradicional,235,"6494,82",medio,False
3152,45,varejo_tradicional,69,"5840,62",medio,False
3153,28,alta_renda,191,"41160,20",medio,False
3154,72,digital,98,"13357,83",baixo,False
3155,51,digital,8,"14875,37",baixo,False
3156,25,digital,206,"13452,67",baixo,False
3157,39,varejo_tradicional,232,"5723,61",medio,False
3158,25,varejo_tradicional,55,"5786,16",baixo,False
3159,66,digital,134,"10472,19",baixo,False
3160,32,digital,129,"11321,88",baixo,True
3161,34,varejo_tradicional,56,"6814,57",alto,True
3162,40,universitario,225,"636,32",alto,False
3163,41,digital,104,"12181,41",medio,False
3164,62,varejo_tradicional,203,"6674,74",medio,False
3165,36,varejo_tradicional,114,"5188,09",baixo,False
3166,22,digital,88,"12639,31",medio,True
3167,49,universitario,138,"601,20",medio,False
3168,61,varejo_tradicional,108,"6326,06",medio,False
3169,18,varejo_tradicional,23,"6738,53",medio,False
3170,40,digital,144,"11490,76",medio,False
3171,54,varejo_tradicional,101,"4858,94",baixo,False
3172,25,universitario,144,"431,92",baixo,False
3173,30,digital,56,"14618,67",baixo,False
3174,25,varejo_tradicional,108,"7624,37",baixo,False
3175,74,varejo_tradicional,95,"5062,62",baixo,False
3176,40,digital,6,"10065,13",baixo,False
3177,60,varejo_tradicional,30,"3190,97",baixo,False
3178,18,varejo_tradicional,191,"4218,21",baixo,False
3179,62,universitario,229,"547,11",baixo,True
3180,68,varejo_tradicional,129,"6256,91",baixo,False
3181,41,digital,51,"10298,47",medio,True
3182,52,varejo_tradicional,106,"5016,62",medio,True
3183,41,digital,89,"11507,97",alto,False
3184,34,varejo_tradicional,127,"4612,74",alto,False
3185,22,alta_renda,46,"40079,69",medio,False
3186,37,universitario,121,"447,51",medio,False
3187,38,varejo_tradicional,149,"5492,60",baixo,True
3188,57,digital,99,"13281,30",alto,False
3189,48,digital,166,"13286,65",medio,False
3190,63,digital,69,"12642,92",alto,False
3191,53,baixa_renda,63,"1108,00",baixo,True
3192,28,digital,50,"13908,27",medio,False
3193,69,varejo_tradicional,12,"5118,79",baixo,True
3194,32,universitario,69,"504,94",alto,False
3195,36,varejo_tradicional,73,"4315,75",baixo,False
3196,24,universitario,44,"507,76",medio,False
3197,68,universitario,52,"414,37",baixo,False
3198,45,varejo_tradicional,9,"5044,43",alto,False
3199,68,varejo_tradicional,227,"4788,70",baixo,False
3200,60,universitario,193,"423,94",alto,False
3201,22,universitario,118,"579,19",medio,False
3202,22,digital,239,"10055,48",medio,True
3203,47,varejo_tradicional,10,"3631,82",baixo,False
3204,71,digital,46,"13615,18",alto,True
3205,49,varejo_tradicional,103,"5589,01",medio,False
3206,25,varejo_tradicional,228,"4890,07",medio,False
3207,27,varejo_tradicional,186,"6792,62",medio,False
3208,55,varejo_tradicional,37,"6577,64",baixo,False
3209,64,digital,52,"12007,56",baixo,False
3210,49,alta_renda,99,"43345,50",medio,False
3211,65,universitario,81,"652,04",medio,False
3212,45,varejo_tradicional,13,"6254,15",medio,False
3213,34,digital,134,"8559,59",medio,False
3214,48,digital,186,"14025,77",medio,True
3215,25,varejo_tradicional,101,"4412,50",alto,False
3216,57,alta_renda,128,"36095,52",medio,False
3217,42,digital,48,"14394,93",medio,False
3218,26,alta_renda,160,"36858,54",alto,True
3219,19,digital,11,"11838,59",medio,False
3220,32,digital,81,"11369,34",medio,False
3221,67,varejo_tradicional,5,"6933,97",medio,False
3222,20,digital,6,"10707,92",alto,False
3223,66,varejo_tradicional,202,"6026,69",medio,False
3224,53,baixa_renda,117,"1250,72",baixo,False
3225,21,universitario,225,"534,57",medio,False
3226,31,baixa_renda,222,"1165,38",baixo,False
3227,58,universitario,149,"549,32",medio,False
3228,58,baixa_renda,42,"965,34",medio,False
3229,42,varejo_tradicional,81,"5528,75",baixo,False
3230,72,digital,155,"8324,58",medio,False
3231,67,universitario,3,"546,32",medio,False
3232,27,digital,60,"10585,16",alto,False
3233,38,universitario,221,"584,56",baixo,False
3234,53,varejo_tradicional,194,"4410,69",medio,False
3235,29,varejo_tradicional,93,"6848,28",medio,True
3236,44,alta_renda,49,"30865,69",baixo,False
3237,57,digital,228,"10002,69",medio,False
3238,19,varejo_tradicional,34,"4998,52",alto,False
3239,71,universitario,37,"513,94",baixo,False
3240,30,alta_renda,42,"33629,14",medio,False
3241,70,varejo_tradicional,193,"6615,69",medio,True
3242,49,baixa_renda,188,"1317,00",baixo,False
3243,48,alta_renda,218,"35795,38",baixo,False
3244,33,alta_renda,1,"45112,13",medio,True
3245,49,alta_renda,187,"28615,42",alto,True
3246,49,digital,132,"9957,76",medio,False
3247,51,digital,103,"12493,59",medio,False
3248,28,varejo_tradicional,142,"4396,11",medio,False
3249,27,varejo_tradicional,110,"3936,91",baixo,False
3250,32,digital,146,"11183,28",medio,False
3251,34,digital,34,"12104,55",medio,False
3252,57,varejo_tradicional,1,"5825,43",medio,False
3253,35,digital,53,"12737,63",baixo,False
3254,72,varejo_tradicional,22,"6340,79",alto,False
3255,26,baixa_renda,208,"1719,23",medio,False
3256,42,varejo_tradicional,189,"6020,96",baixo,True
3257,57,digital,150,"15557,48",medio,False
3258,31,digital,178,"14904,65",medio,True
3259,42,varejo_tradicional,16,"4983,90",baixo,False
3260,67,alta_renda,156,"38503,37",medio,False
3261,39,digital,220,"10744,69",medio,True
3262,69,varejo_tradicional,119,"4866,42",baixo,False
3263,47,varejo_tradicional,86,"4364,04",medio,True
3264,37,varejo_tradicional,198,"4210,99",baixo,False
3265,38,varejo_tradicional,217,"5786,58",baixo,True
3266,61,digital,42,"9508,15",baixo,False
3267,49,digital,194,"7990,91",baixo,True
3268,68,baixa_renda,71,"1366,46",alto,True
3269,63,universitario,117,"687,73",alto,False
3270,66,varejo_tradicional,209,"4725,24",alto,False
3271,73,varejo_tradicional,163,"7727,23",baixo,True
3272,38,digital,20,"13768,58",medio,False
3273,52,varejo_tradicional,108,"4968,06",medio,True
3274,49,varejo_tradicional,130,"5302,49",baixo,False
3275,47,baixa_renda,7,"1235,50",alto,False
3276,72,varejo_tradicional,224,"3436,21",alto,True
3277,56,baixa_renda,177,"1188,20",medio,False
3278,66,varejo_tradicional,211,"6391,29",baixo,False
3279,29,alta_renda,204,"34338,24",medio,False
3280,58,digital,9,"6302,04",baixo,True
3281,64,universitario,27,"547,93",baixo,True
3282,35,varejo_tradicional,206,"3825,81",medio,False
3283,38,baixa_renda,130,"1474,71",medio,False
3284,30,baixa_renda,85,"1059,85",baixo,True
3285,38,universitario,196,"506,59",baixo,False
3286,25,digital,60,"9995,32",medio,False
3287,63,universitario,213,"456,10",alto,False
3288,57,varejo_tradicional,112,"4675,11",medio,False
3289,63,digital,86,"8975,79",baixo,False
3290,24,baixa_renda,177,"1116,37",medio,True
3291,40,digital,130,"8996,71",medio,False
3292,61,varejo_tradicional,145,"4638,72",alto,False
3293,49,digital,83,"8203,45",medio,True
3294,28,universitario,104,"549,38",baixo,True
3295,39,varejo_tradicional,88,"7036,04",baixo,False
3296,39,varejo_tradicional,20,"4620,89",alto,False
3297,60,varejo_tradicional,230,"5819,74",baixo,False
3298,42,universitario,204,"618,76",medio,False
3299,39,varejo_tradicional,217,"4620,47",baixo,False
3300,45,universitario,126,"477,83",medio,True
3301,46,digital,215,"6410,60",baixo,False
3302,30,universitario,98,"513,57",baixo,False
3303,35,alta_renda,160,"33329,16",medio,False
3304,19,varejo_tradicional,51,"5874,72",medio,False
3305,46,varejo_tradicional,88,"7021,83",medio,False
3306,38,baixa_renda,170,"1171,12",medio,False
3307,32,varejo_tradicional,63,"7209,46",medio,False
3308,69,varejo_tradicional,89,"5215,42",medio,False
3309,44,baixa_renda,189,"1258,98",medio,True
3310,67,alta_renda,190,"30772,30",medio,False
3311,48,digital,131,"9601,74",medio,True
3312,32,varejo_tradicional,89,"5973,02",alto,True
3313,68,digital,92,"13508,20",medio,False
3314,40,varejo_tradicional,76,"3959,54",medio,False
3315,41,universitario,26,"523,87",medio,False
3316,61,universitario,176,"566,62",medio,False
3317,30,baixa_renda,108,"1096,65",medio,False
3318,39,varejo_tradicional,8,"4813,41",medio,False
3319,60,digital,133,"9728,84",medio,False
3320,54,varejo_tradicional,139,"4272,97",alto,False
3321,50,varejo_tradicional,42,"7107,30",medio,False
3322,73,universitario,227,"580,97",baixo,False
3323,20,varejo_tradicional,219,"5767,51",alto,False
3324,71,digital,119,"8704,50",alto,True
3325,36,universitario,169,"502,35",baixo,False
3326,40,alta_renda,108,"36264,87",baixo,False
3327,46,universitario,230,"587,25",medio,False
3328,47,baixa_renda,147,"1466,62",baixo,False
3329,56,digital,176,"8583,18",medio,False
3330,61,varejo_tradicional,181,"4597,28",alto,False
3331,64,digital,183,"16943,72",baixo,True
3332,42,digital,120,"11849,86",baixo,False
3333,54,universitario,189,"524,01",medio,False
3334,64,digital,160,"7579,56",baixo,False
3335,25,digital,46,"12341,26",alto,False
3336,59,varejo_tradicional,92,"4970,84",baixo,True
3337,33,varejo_tradicional,164,"8476,92",medio,False
3338,25,universitario,146,"531,04",baixo,True
3339,18,digital,74,"9349,99",medio,False
3340,61,universitario,96,"669,90",medio,True
3341,22,digital,18,"9297,61",alto,False
3342,20,varejo_tradicional,140,"6511,69",medio,True
3343,18,universitario,115,"442,78",alto,False
3344,21,universitario,72,"552,29",medio,False
3345,57,digital,225,"11559,36",alto,False
3346,52,digital,46,"12261,52",baixo,False
3347,49,digital,183,"10415,82",medio,False
3348,59,universitario,38,"667,00",medio,False
3349,51,baixa_renda,206,"1408,92",baixo,False
3350,60,universitario,130,"574,15",medio,False
3351,42,digital,9,"9835,15",medio,False
3352,27,digital,108,"10255,52",medio,False
3353,38,digital,133,"9064,42",baixo,False
3354,63,universitario,98,"540,36",baixo,False
3355,56,digital,19,"11100,23",baixo,True
3356,44,digital,71,"11459,53",alto,False
3357,44,varejo_tradicional,39,"7838,50",medio,False
3358,19,alta_renda,42,"35437,66",medio,False
3359,58,universitario,145,"624,53",medio,False
3360,65,digital,191,"10022,20",baixo,False
3361,30,digital,90,"12196,36",baixo,False
3362,26,varejo_tradicional,174,"6166,95",medio,True
3363,69,varejo_tradicional,219,"6784,90",medio,True
3364,53,varejo_tradicional,107,"6217,51",alto,False
3365,39,universitario,220,"637,31",alto,False
3366,59,baixa_renda,148,"1312,51",alto,False
3367,43,digital,198,"10896,91",baixo,False
3368,71,digital,136,"10202,82",baixo,False
3369,29,digital,96,"8692,51",baixo,False
3370,34,varejo_tradicional,147,"5081,23",medio,False
3371,31,varejo_tradicional,32,"4409,75",medio,False
3372,31,universitario,126,"402,50",medio,False
3373,74,alta_renda,147,"42419,07",medio,False
3374,51,digital,24,"11608,41",medio,False
3375,70,universitario,24,"513,77",medio,True
3376,74,alta_renda,184,"25562,29",baixo,True
3377,37,varejo_tradicional,209,"3836,26",medio,False
3378,28,universitario,120,"473,45",alto,False
3379,33,digital,18,"12318,23",medio,True
3380,68,digital,140,"9786,77",medio,True
3381,48,varejo_tradicional,41,"6225,54",medio,False
3382,72,universitario,87,"583,51",baixo,False
3383,23,universitario,176,"540,84",baixo,False
3384,73,varejo_tradicional,82,"6180,34",baixo,False
3385,36,digital,192,"12079,35",medio,True
3386,54,varejo_tradicional,144,"5999,86",baixo,False
3387,21,baixa_renda,208,"1227,27",alto,False
3388,64,digital,228,"12691,68",alto,False
3389,21,baixa_renda,151,"1344,58",baixo,False
3390,37,digital,214,"9217,43",baixo,True
3391,27,varejo_tradicional,167,"6825,43",medio,False
3392,41,varejo_tradicional,33,"6763,99",alto,False
3393,71,varejo_tradicional,24,"6074,39",medio,False
3394,52,varejo_tradicional,61,"5363,48",medio,False
3395,43,digital,55,"7378,58",alto,False
3396,54,varejo_tradicional,189,"6371,43",medio,True
3397,55,digital,84,"10600,28",baixo,False
3398,38,digital,225,"9982,14",alto,True
3399,71,digital,223,"11833,66",baixo,True
3400,57,universitario,168,"603,33",baixo,False
3401,56,digital,186,"13126,67",medio,False
3402,38,alta_renda,119,"33919,02",baixo,False
3403,27,varejo_tradicional,72,"5153,97",alto,False
3404,55,digital,74,"11810,97",medio,False
3405,63,digital,129,"11789,23",alto,False
3406,21,digital,85,"12704,62",baixo,False
3407,74,universitario,153,"605,59",baixo,True
3408,62,digital,96,"7824,35",medio,True
3409,37,digital,53,"13378,81",alto,False
3410,34,digital,189,"7560,38",baixo,False
3411,72,alta_renda,174,"36114,80",medio,False
3412,24,alta_renda,110,"33880,31",baixo,False
3413,21,varejo_tradicional,202,"4955,75",alto,False
3414,46,varejo_tradicional,60,"4703,85",alto,False
3415,31,baixa_renda,51,"1301,01",medio,False
3416,20,alta_renda,121,"41443,81",medio,False
3417,41,varejo_tradicional,73,"4286,92",baixo,False
3418,54,digital,212,"7272,73",baixo,True
3419,33,alta_renda,176,"39533,12",baixo,False
3420,72,universitario,212,"576,59",baixo,True
3421,69,varejo_tradicional,168,"4458,86",medio,True
3422,21,digital,7,"10409,10",medio,False
3423,73,alta_renda,75,"32515,42",baixo,True
3424,41,baixa_renda,213,"1256,40",alto,True
3425,51,universitario,230,"582,10",alto,True
3426,47,universitario,239,"504,95",medio,False
3427,35,varejo_tradicional,19,"4107,14",medio,True
3428,36,baixa_renda,238,"1226,20",baixo,False
3429,48,varejo_tradicional,143,"5309,63",medio,False
3430,36,alta_renda,70,"27958,25",medio,False
3431,66,digital,189,"11708,09",alto,False
3432,63,baixa_renda,56,"1048,72",medio,False
3433,36,varejo_tradicional,138,"5461,91",medio,False
3434,39,digital,174,"12572,83",baixo,False
3435,41,varejo_tradicional,80,"7345,86",medio,False
3436,62,universitario,109,"565,79",baixo,False
3437,29,baixa_renda,203,"1436,00",alto,True
3438,47,universitario,185,"464,97",baixo,False
3439,55,digital,35,"12502,13",medio,False
3440,70,varejo_tradicional,72,"5023,44",baixo,False
3441,48,alta_renda,92,"35892,80",medio,True
3442,53,universitario,3,"658,28",medio,True
3443,36,universitario,66,"568,81",medio,False
3444,65,universitario,181,"575,72",baixo,True
3445,62,universitario,206,"719,57",medio,False
3446,53,digital,52,"13343,18",medio,True
3447,47,universitario,93,"572,87",alto,True
3448,72,digital,181,"12207,46",baixo,False
3449,66,baixa_renda,182,"1117,85",alto,False
3450,72,baixa_renda,47,"1020,95",medio,False
3451,50,varejo_tradicional,3,"6007,70",baixo,True
3452,35,digital,193,"9975,57",medio,False
3453,69,varejo_tradicional,143,"5544,15",medio,False
3454,66,varejo_tradicional,84,"4130,84",baixo,False
3455,45,digital,214,"12568,01",medio,False
3456,64,baixa_renda,34,"1346,63",medio,False
3457,28,varejo_tradicional,50,"2705,57",medio,False
3458,74,digital,33,"10512,27",medio,False
3459,71,alta_renda,73,"38908,97",medio,False
3460,62,baixa_renda,3,"1288,69",medio,False
3461,50,digital,2,"8974,03",baixo,True
3462,34,universitario,132,"469,20",medio,True
3463,23,digital,16,"10333,20",baixo,False
3464,21,varejo_tradicional,182,"2890,62",baixo,False
3465,37,varejo_tradicional,33,"4180,10",medio,False
3466,65,varejo_tradicional,9,"3471,59",baixo,True
3467,64,digital,57,"12984,16",medio,False
3468,44,alta_renda,40,"33685,94",medio,True
3469,32,universitario,230,"605,43",medio,False
3470,23,digital,52,"12735,29",baixo,False
3471,64,digital,210,"12040,31",medio,True
3472,31,varejo_tradicional,16,"4891,06",medio,False
3473,28,universitario,136,"622,39",alto,False
3474,56,baixa_renda,87,"1327,34",alto,False
3475,26,varejo_tradicional,60,"8260,12",medio,False
3476,43,varejo_tradicional,164,"5375,89",medio,True
3477,33,digital,3,"12708,89",medio,True
3478,22,digital,15,"8773,87",medio,False
3479,74,digital,102,"8400,32",medio,False
3480,69,digital,225,"10663,74",medio,False
3481,27,digital,210,"13023,78",baixo,False
3482,67,varejo_tradicional,23,"8407,37",medio,False
3483,20,digital,235,"10706,34",alto,False
3484,30,digital,131,"9395,64",baixo,True
3485,60,baixa_renda,158,"1485,55",medio,False
3486,66,alta_renda,173,"35721,44",medio,False
3487,47,baixa_renda,17,"1115,96",medio,False
3488,71,universitario,114,"562,37",medio,False
3489,62,digital,186,"11182,95",alto,False
3490,23,universitario,58,"533,12",medio,False
3491,34,alta_renda,224,"35660,49",medio,False
3492,62,varejo_tradicional,110,"7386,11",medio,True
3493,68,digital,185,"12155,32",alto,False
3494,70,universitario,135,"490,24",medio,False
3495,36,universitario,167,"621,11",medio,False
3496,59,varejo_tradicional,78,"5000,06",alto,True
3497,52,digital,186,"12413,26",baixo,False
3498,63,universitario,184,"436,20",medio,False
3499,43,digital,143,"10673,14",medio,False
3500,68,universitario,44,"716,25",medio,False
3501,22,digital,12,"12738,19",medio,True
3502,46,alta_renda,8,"40099,87",baixo,False
3503,54,digital,80,"13428,57",medio,False
3504,37,digital,41,"10982,94",medio,False
3505,66,varejo_tradicional,162,"6586,37",baixo,False
3506,38,varejo_tradicional,46,"5411,01",medio,True
3507,27,digital,216,"14464,65",baixo,True
