cliente_id,mes_referencia,saldo_medio_mensal,entradas_mensais_media,saidas_mensais_media,numero_movimentacoes_mensais
3450,2025-01-01,1189.90,127.36,69.51,16
3451,2025-01-01,2519.45,349.59,356.34,18
3452,2025-01-01,1305.16,461.53,544.07,19
3453,2025-01-01,3304.86,306.42,2076.20,14
3454,2025-01-01,2885.33,634.09,335.69,22
3455,2025-01-01,3613.69,930.08,3089.88,29
3456,2025-01-01,1828.97,180.13,1093.56,13
3457,2025-01-01,1517.55,295.45,1274.19,22
3458,2025-01-01,1523.69,299.10,1387.36,12
3459,2025-01-01,7199.96,2160.42,3778.46,13
3460,2025-01-01,1590.70,328.95,795.33,21
3461,2025-01-01,1267.95,109.50,566.84,12
3462,2025-01-01,3104.94,333.24,1969.99,16
3463,2025-01-01,1090.92,178.74,844.04,27
3464,2025-01-01,5358.33,723.29,1508.61,19
3465,2025-01-01,1157.13,89.95,523.55,6
3466,2025-01-01,23339.58,2717.45,16179.80,24
3467,2025-01-01,1488.29,302.52,1022.27,10
3468,2025-01-01,3963.26,811.22,3523.18,16
3469,2025-01-01,2541.64,542.46,2017.47,21
3470,2025-01-01,1839.80,184.23,779.11,18
3471,2025-01-01,827.82,217.01,378.59,15
3472,2025-01-01,4010.95,1364.46,526.37,21
3473,2025-01-01,733.36,139.82,285.57,18
3474,2025-01-01,928.99,299.58,427.25,17
3475,2025-01-01,3338.88,885.91,1707.74,18
3476,2025-01-01,1978.63,158.31,275.11,13
3477,2025-01-01,1762.04,353.19,236.87,23
3478,2025-01-01,3293.24,1247.50,817.33,21
3479,2025-01-01,12382.36,4627.93,1729.45,15
3480,2025-01-01,1398.36,493.07,268.85,23
3481,2025-01-01,3499.14,496.15,2295.96,20
3482,2025-01-01,1897.01,262.14,814.45,17
3483,2025-01-01,1290.80,266.44,343.42,22
3484,2025-01-01,2503.72,259.49,1418.34,13
3485,2025-01-01,1068.60,118.09,834.16,11
3486,2025-01-01,2036.22,548.96,1743.77,16
3487,2025-01-01,1004.37,273.09,651.72,16
3488,2025-01-01,857.71,168.74,171.12,27
3489,2025-01-01,4966.69,1957.20,1589.55,21
3490,2025-01-01,902.66,167.04,348.02,20
3491,2025-01-01,3577.49,1395.79,2787.93,13
3492,2025-01-01,3006.55,1120.49,1241.58,10
3493,2025-01-01,1736.69,388.66,745.31,20
3494,2025-01-01,1230.56,434.94,1077.09,28
3495,2025-01-01,3363.17,753.82,1552.52,21
3496,2025-01-01,1593.21,596.18,642.98,17
3497,2025-01-01,1061.41,301.02,105.04,10
3498,2025-01-01,1330.35,514.47,348.76,16
3499,2025-01-01,2044.67,619.50,810.78,22
3500,2025-01-01,3132.32,541.74,945.05,18
3501,2025-01-01,16406.79,4486.82,5625.43,17
3502,2025-01-01,4040.30,1435.26,1568.17,22
3503,2025-01-01,5010.07,1240.52,999.41,23
3504,2025-01-01,2676.66,690.61,1967.09,19
3505,2025-01-01,362.27,77.68,220.78,22
3506,2025-01-01,1266.91,364.89,688.88,15
3507,2025-01-01,2731.69,585.89,615.25,16
3508,2025-01-01,650.16,155.56,164.55,16
3509,2025-01-01,4885.78,1827.33,3929.07,15
3510,2025-01-01,1637.22,236.48,973.23,20
3511,2025-01-01,1302.06,289.37,1010.41,20
3512,2025-01-01,1712.50,146.67,1055.06,22
3513,2025-01-01,2222.88,382.37,1952.10,20
3514,2025-01-01,1132.62,451.64,401.64,20
3515,2025-01-01,7960.83,1397.07,7079.24,18
3516,2025-01-01,39181.56,5005.91,12209.38,14
3517,2025-01-01,2132.09,650.42,1733.60,24
3518,2025-01-01,2740.16,667.33,1595.79,17
3519,2025-01-01,1718.79,144.04,904.01,23
3520,2025-01-01,608.51,229.99,194.13,24
3521,2025-01-01,2524.11,827.00,171.44,13
3522,2025-01-01,749.01,110.80,428.79,22
3523,2025-01-01,822.41,281.56,397.04,17
3524,2025-01-01,5341.50,969.89,4343.47,25
3525,2025-01-01,36998.13,11563.07,28784.38,16
3526,2025-01-01,1965.93,275.24,1433.84,16
3527,2025-01-01,562.62,156.30,262.12,18
3528,2025-01-01,627.71,77.94,504.22,16
3529,2025-01-01,1042.77,256.24,221.63,14
3530,2025-01-01,679.03,237.18,572.75,25
3531,2025-01-01,1456.31,277.04,459.75,18
3532,2025-01-01,1680.53,406.17,136.59,26
3533,2025-01-01,822.97,203.19,574.29,17
3534,2025-01-01,3451.51,855.04,1554.17,23
3535,2025-01-01,2316.41,482.91,1486.61,24
3536,2025-01-01,2381.94,532.06,1780.93,14
3537,2025-01-01,1693.31,478.32,1577.01,20
3538,2025-01-01,3807.83,868.56,2148.27,17
3539,2025-01-01,6672.60,1417.35,3673.40,19
3540,2025-01-01,878.17,134.40,100.23,19
3541,2025-01-01,895.38,148.41,342.89,15
3542,2025-01-01,2007.92,312.62,105.53,16
3543,2025-01-01,4294.86,1169.29,3586.64,14
3544,2025-01-01,10063.04,1451.81,2926.43,19
3545,2025-01-01,684.62,226.96,609.08,13
3546,2025-01-01,5606.61,1650.36,4250.57,19
3547,2025-01-01,3000.48,898.90,2749.24,27
3548,2025-01-01,5519.21,738.15,4293.55,15
3549,2025-01-01,904.85,231.26,734.50,19
3550,2025-01-01,629.32,231.96,282.52,26
3551,2025-01-01,4072.75,1594.41,3198.00,19
3552,2025-01-01,6605.61,2414.59,582.98,18
3553,2025-01-01,4503.22,1237.00,2159.92,21
3554,2025-01-01,1022.22,339.11,178.16,14
3555,2025-01-01,4485.91,940.25,916.47,10
3556,2025-01-01,3678.85,1211.10,2293.64,21
3557,2025-01-01,1719.20,513.89,1061.12,19
3558,2025-01-01,1279.86,347.44,916.67,16
3559,2025-01-01,652.34,114.80,514.01,23
3560,2025-01-01,2392.83,802.51,1436.59,16
3561,2025-01-01,4180.34,961.29,3783.89,13
3562,2025-01-01,1616.46,643.68,959.06,16
3563,2025-01-01,5752.11,2164.68,4594.93,13
3564,2025-01-01,2975.18,1116.25,364.99,17
3565,2025-01-01,1398.13,139.65,179.60,24
3566,2025-01-01,4701.83,1014.24,322.60,20
3567,2025-01-01,1259.24,308.54,846.02,14
3568,2025-01-01,3121.74,720.81,2233.78,13
3569,2025-01-01,4742.26,1088.87,2672.42,15
3570,2025-01-01,9794.28,3196.31,8528.35,23
3571,2025-01-01,1872.32,667.57,1463.48,20
3572,2025-01-01,3831.73,904.77,3191.93,16
3573,2025-01-01,2066.30,736.99,456.95,16
3574,2025-01-01,863.17,202.04,608.10,18
3575,2025-01-01,545.25,124.29,179.03,18
3576,2025-01-01,3587.20,745.44,3173.33,13
3577,2025-01-01,1505.47,471.26,1320.92,21
3578,2025-01-01,2934.61,246.93,2384.29,17
3579,2025-01-01,4329.69,1476.24,2023.49,20
3580,2025-01-01,882.42,239.30,524.16,16
3581,2025-01-01,2072.56,692.96,960.36,18
3582,2025-01-01,3189.54,521.10,796.09,23
3583,2025-01-01,2948.71,901.95,2023.38,15
3584,2025-01-01,1874.62,216.31,1383.76,11
3585,2025-01-01,3483.73,313.93,766.91,17
3586,2025-01-01,738.00,266.39,625.05,16
3587,2025-01-01,2312.03,445.97,159.60,28
3588,2025-01-01,1539.46,213.16,1342.35,28
3589,2025-01-01,1688.51,416.51,359.15,21
3590,2025-01-01,4122.29,682.73,1630.45,11
3591,2025-01-01,5475.79,1149.49,3220.08,21
3592,2025-01-01,988.20,204.88,664.23,25
3593,2025-01-01,1078.82,404.67,322.87,14
3594,2025-01-01,2079.62,113.70,1808.65,27
3595,2025-01-01,1424.78,123.90,331.86,23
3596,2025-01-01,1826.59,270.81,837.83,13
3597,2025-01-01,3319.83,1050.08,1544.51,20
3598,2025-01-01,1189.92,373.19,1091.19,20
3599,2025-01-01,2514.07,215.16,2171.10,13
3600,2025-01-01,2700.93,592.65,365.17,18
3601,2025-01-01,699.65,150.53,458.83,16
3602,2025-01-01,1472.90,487.07,1226.02,20
3603,2025-01-01,1490.88,589.53,1024.45,20
3604,2025-01-01,652.44,123.26,264.17,22
3605,2025-01-01,35967.41,12708.17,16862.13,8
3606,2025-01-01,5401.42,1141.99,3869.33,17
3607,2025-01-01,2633.39,284.84,1898.31,22
3608,2025-01-01,1615.65,626.18,187.47,24
3609,2025-01-01,2367.53,465.35,850.07,21
3610,2025-01-01,2584.16,510.47,157.73,21
3611,2025-01-01,3771.77,476.81,3466.19,13
3612,2025-01-01,3355.75,1126.56,1226.52,18
3613,2025-01-01,604.51,63.48,79.91,14
3614,2025-01-01,4166.69,1416.42,1131.97,24
3615,2025-01-01,4647.84,306.49,1544.21,15
3616,2025-01-01,3065.38,999.41,1684.36,16
3617,2025-01-01,704.04,36.85,615.68,12
3618,2025-01-01,2274.30,763.54,183.70,20
3619,2025-01-01,3496.51,340.03,948.25,18
3620,2025-01-01,2937.87,375.57,1763.40,20
3621,2025-01-01,2019.90,340.21,584.32,13
3622,2025-01-01,427.10,138.67,126.01,17
3623,2025-01-01,989.46,144.95,449.13,18
3624,2025-01-01,817.19,257.41,498.15,26
3625,2025-01-01,3357.91,1092.12,176.85,19
3626,2025-01-01,1901.49,535.68,1216.50,18
3627,2025-01-01,1569.48,307.27,1275.02,16
3628,2025-01-01,3181.26,639.39,324.59,30
3629,2025-01-01,1008.32,218.64,120.32,24
3630,2025-01-01,1660.32,109.36,722.77,23
3631,2025-01-01,1884.68,371.89,136.47,23
3632,2025-01-01,43087.18,14948.59,2776.81,18
3633,2025-01-01,1673.05,612.44,1442.19,16
3634,2025-01-01,3744.61,1058.76,655.11,14
3635,2025-01-01,1663.66,447.16,1501.73,19
3636,2025-01-01,2679.61,801.06,729.38,13
3637,2025-01-01,4325.93,1309.25,1980.20,13
3638,2025-01-01,2212.20,862.93,587.15,18
3639,2025-01-01,2142.43,278.80,708.73,18
3640,2025-01-01,1262.83,403.36,1156.29,16
3641,2025-01-01,1180.89,402.66,627.24,15
3642,2025-01-01,651.65,48.98,48.89,16
3643,2025-01-01,3857.72,496.08,1945.95,15
3644,2025-01-01,8548.10,1283.69,4748.67,17
3645,2025-01-01,872.38,328.51,250.53,18
3646,2025-01-01,547.03,155.32,501.19,10
3647,2025-01-01,924.22,133.76,391.39,20
3648,2025-01-01,3661.70,317.21,571.22,15
3649,2025-01-01,1676.40,508.92,1109.95,16
3650,2025-01-01,45034.46,15487.86,18413.57,15
3651,2025-01-01,2398.42,326.06,827.60,18
3652,2025-01-01,1128.17,430.19,634.89,16
3653,2025-01-01,1297.06,253.09,472.24,17
3654,2025-01-01,537.39,197.51,372.61,12
3655,2025-01-01,2704.20,1049.23,583.89,9
3656,2025-01-01,4955.49,1395.09,2603.10,13
3657,2025-01-01,3124.98,1158.61,1356.84,16
3658,2025-01-01,396.32,86.74,88.79,27
3659,2025-01-01,2520.92,519.81,428.23,14
3660,2025-01-01,449.40,93.80,300.38,18
3661,2025-01-01,1183.64,463.82,256.39,20
3662,2025-01-01,2966.27,314.11,2014.71,19
3663,2025-01-01,4406.17,1654.86,1952.96,20
3664,2025-01-01,4186.31,1078.67,1161.31,23
3665,2025-01-01,2865.97,187.41,258.16,14
3666,2025-01-01,1026.17,368.59,529.33,19
3667,2025-01-01,3203.36,999.95,1873.09,11
3668,2025-01-01,3199.95,1214.19,457.33,18
3669,2025-01-01,1153.71,378.37,96.35,19
3670,2025-01-01,753.30,96.48,653.21,20
3671,2025-01-01,2406.09,891.75,670.73,30
3672,2025-01-01,1925.45,541.89,442.44,13
3673,2025-01-01,807.57,237.93,300.25,32
3674,2025-01-01,3338.58,596.08,1430.95,21
3675,2025-01-01,4111.13,515.26,2256.61,18
3676,2025-01-01,6013.50,1891.52,5280.37,13
3677,2025-01-01,4641.24,895.15,781.94,19
3678,2025-01-01,4110.12,1054.47,2546.92,26
3679,2025-01-01,818.61,51.28,324.95,15
3680,2025-01-01,1516.42,580.44,907.75,17
3681,2025-01-01,2424.31,161.14,233.29,23
3682,2025-01-01,1427.31,88.28,1009.17,11
3683,2025-01-01,3880.11,380.06,2729.70,14
3684,2025-01-01,544.60,207.69,165.02,20
3685,2025-01-01,9719.52,1550.56,1685.08,23
3686,2025-01-01,24531.33,2807.66,20540.62,17
3687,2025-01-01,1359.86,451.74,623.71,17
3688,2025-01-01,683.83,174.31,247.90,21
3689,2025-01-01,1333.38,510.11,1162.97,16
3690,2025-01-01,880.11,235.02,250.61,10
3691,2025-01-01,1105.56,240.79,778.73,21
3692,2025-01-01,1639.92,143.63,1335.08,20
3693,2025-01-01,1614.63,376.36,1357.50,17
3694,2025-01-01,2462.26,794.73,1570.05,17
3695,2025-01-01,1765.34,318.64,1486.36,8
3696,2025-01-01,50469.17,15246.09,39207.62,22
3697,2025-01-01,867.23,83.55,158.04,18
3698,2025-01-01,3860.54,1051.42,2619.93,19
3699,2025-01-01,905.78,233.74,444.78,15
3700,2025-01-01,1040.85,382.46,828.86,21
3701,2025-01-01,704.19,145.88,133.84,21
3702,2025-01-01,1404.53,251.05,421.92,17
3703,2025-01-01,5340.19,1531.92,417.35,22
3704,2025-01-01,4476.18,846.85,1058.16,18
3705,2025-01-01,1226.43,96.34,1126.78,14
3706,2025-01-01,2108.84,533.86,1696.05,20
3707,2025-01-01,563.13,31.42,294.97,18
3708,2025-01-01,2002.13,782.85,882.58,14
3709,2025-01-01,513.99,49.02,373.95,13
3710,2025-01-01,3496.71,813.29,701.97,22
3711,2025-01-01,2590.26,1025.59,1262.15,17
3712,2025-01-01,3950.68,1501.82,2611.19,15
3713,2025-01-01,1254.15,366.71,592.01,24
3714,2025-01-01,4278.49,1675.03,3844.65,14
3715,2025-01-01,2092.10,533.30,1951.61,16
3716,2025-01-01,2130.07,118.05,223.48,14
3717,2025-01-01,5778.14,1543.70,5105.11,23
3718,2025-01-01,2166.06,448.00,848.77,12
3719,2025-01-01,33895.81,13138.96,24856.85,19
3720,2025-01-01,2911.70,394.43,2006.53,16
3721,2025-01-01,4976.84,1845.82,4178.64,18
3722,2025-01-01,653.18,146.21,233.29,15
3723,2025-01-01,6654.85,1845.66,4888.70,16
3724,2025-01-01,3183.67,748.03,267.34,17
3725,2025-01-01,1963.66,234.49,680.49,20
3726,2025-01-01,7402.06,2848.37,2646.64,14
3727,2025-01-01,4882.90,767.11,3986.51,13
3728,2025-01-01,641.06,102.68,507.29,13
3729,2025-01-01,3092.20,757.15,962.33,17
3730,2025-01-01,1192.75,475.07,352.50,18
3731,2025-01-01,2144.22,387.35,658.22,21
3732,2025-01-01,2372.69,708.63,1759.26,14
3733,2025-01-01,1094.98,207.36,979.26,20
3734,2025-01-01,770.30,286.73,582.76,17
3735,2025-01-01,1965.06,502.39,469.61,18
3736,2025-01-01,1484.51,289.75,785.82,15
3737,2025-01-01,40759.32,14682.92,29305.40,20
3738,2025-01-01,1203.75,124.88,955.89,32
3739,2025-01-01,3711.94,632.87,300.71,9
3740,2025-01-01,2264.11,541.33,1273.91,21
3741,2025-01-01,4859.47,1794.38,1229.61,24
3742,2025-01-01,936.09,282.94,722.15,19
3743,2025-01-01,1538.39,328.72,271.52,11
3744,2025-01-01,1641.91,304.99,430.64,16
3745,2025-01-01,33692.83,3503.32,7077.47,21
3746,2025-01-01,3152.54,373.92,1200.05,19
3747,2025-01-01,2453.26,297.07,938.87,15
3748,2025-01-01,373.63,84.29,222.72,20
3749,2025-01-01,4194.73,1436.44,929.89,22
3750,2025-01-01,4053.60,847.99,1299.58,25
3751,2025-01-01,1878.64,496.62,125.23,17
3752,2025-01-01,4409.68,538.02,2309.23,12
3753,2025-01-01,1473.03,175.88,819.56,21
3754,2025-01-01,788.62,227.15,272.69,25
3755,2025-01-01,1722.14,620.97,134.35,20
3756,2025-01-01,1310.76,188.04,105.61,21
3757,2025-01-01,3128.43,272.34,1590.50,15
3758,2025-01-01,412.59,136.75,344.20,19
3759,2025-01-01,1574.93,449.65,407.95,15
3760,2025-01-01,3527.02,206.55,1849.53,15
3761,2025-01-01,5369.67,774.51,3064.71,17
3762,2025-01-01,1901.26,119.32,1376.49,17
3763,2025-01-01,2924.30,352.13,1241.03,10
3764,2025-01-01,2502.83,538.70,971.01,15
3765,2025-01-01,3488.02,349.91,1177.38,17
3766,2025-01-01,725.42,193.82,215.63,19
3767,2025-01-01,6097.03,1157.30,5408.12,14
3768,2025-01-01,3710.11,1197.68,3213.43,22
3769,2025-01-01,1622.67,242.84,534.19,16
3770,2025-01-01,5604.20,1820.39,3305.67,16
3771,2025-01-01,3087.24,714.63,204.99,19
3772,2025-01-01,1710.83,134.28,102.26,20
3773,2025-01-01,3394.94,870.52,597.42,14
3774,2025-01-01,2123.30,729.02,818.78,22
3775,2025-01-01,656.29,196.98,200.15,23
3776,2025-01-01,4369.47,511.33,361.29,22
3777,2025-01-01,3067.65,1100.68,893.16,17
3778,2025-01-01,18036.43,1036.37,14947.39,12
3779,2025-01-01,2098.59,283.60,637.96,12
3780,2025-01-01,1696.06,128.19,811.27,13
3781,2025-01-01,2397.75,181.81,509.04,16
3782,2025-01-01,1033.66,322.57,217.62,22
3783,2025-01-01,620.05,225.49,555.08,12
3784,2025-01-01,374.88,50.16,235.85,25
3785,2025-01-01,5530.18,1491.48,3165.13,28
3786,2025-01-01,2997.60,532.26,2613.27,19
3787,2025-01-01,5758.77,1757.96,4613.02,19
3788,2025-01-01,2506.04,891.14,1528.52,23
3789,2025-01-01,1310.95,96.49,1082.67,21
3790,2025-01-01,4551.71,1618.55,1624.83,23
3791,2025-01-01,3843.55,946.51,1379.39,16
3792,2025-01-01,4038.41,1355.14,3727.71,15
3793,2025-01-01,681.52,84.62,296.84,15
3794,2025-01-01,1639.09,171.14,425.67,19
3795,2025-01-01,3538.38,1384.82,1787.05,17
3796,2025-01-01,3285.49,1066.45,3084.85,13
3797,2025-01-01,993.63,68.95,691.87,14
3798,2025-01-01,1119.01,256.83,205.56,15
3799,2025-01-01,1666.36,660.10,96.22,14
3800,2025-01-01,4989.76,478.91,674.96,21
3801,2025-01-01,1327.79,80.34,1050.97,18
3802,2025-01-01,3491.36,1027.69,1275.11,20
3803,2025-01-01,573.14,145.20,459.67,25
3804,2025-01-01,673.39,170.64,296.12,19
3805,2025-01-01,2431.23,457.35,1742.36,18
3806,2025-01-01,39258.92,14138.90,33387.79,20
3807,2025-01-01,3220.38,564.04,800.09,16
3808,2025-01-01,3804.89,912.33,478.09,16
3809,2025-01-01,436.46,65.88,259.03,14
3810,2025-01-01,5009.26,978.39,3946.34,15
3811,2025-01-01,1608.88,159.47,823.90,11
3812,2025-01-01,2358.71,866.56,1371.85,12
3813,2025-01-01,1791.06,528.27,216.99,17
3814,2025-01-01,3534.78,900.59,1334.17,18
3815,2025-01-01,1980.70,145.55,1620.21,18
3816,2025-01-01,1968.40,625.04,1026.47,20
3817,2025-01-01,1936.48,532.47,586.64,15
3818,2025-01-01,1746.94,636.29,485.71,20
3819,2025-01-01,2772.76,166.29,286.04,20
3820,2025-01-01,4786.05,1524.81,779.20,21
3821,2025-01-01,730.98,117.70,380.37,16
3822,2025-01-01,3163.14,886.40,389.37,27
3823,2025-01-01,1633.89,579.77,785.00,18
3824,2025-01-01,3317.69,504.66,168.54,15
3825,2025-01-01,3918.52,650.06,1759.46,20
3826,2025-01-01,2410.60,663.60,983.09,12
3827,2025-01-01,1512.71,341.45,1372.60,21
3828,2025-01-01,3174.65,594.56,1763.93,17
3829,2025-01-01,1146.73,140.09,838.29,22
3830,2025-01-01,771.19,267.92,587.73,16
3831,2025-01-01,819.17,155.92,479.17,25
3832,2025-01-01,1639.27,328.30,1407.49,18
3833,2025-01-01,437.82,148.53,296.05,20
3834,2025-01-01,814.55,202.46,67.74,13
3835,2025-01-01,5096.57,484.60,3187.51,15
3836,2025-01-01,1130.55,76.06,544.68,18
3837,2025-01-01,1673.33,426.60,1369.25,16
3838,2025-01-01,5178.96,1418.18,2414.37,12
3839,2025-01-01,3195.64,427.93,2417.95,25
3840,2025-01-01,1290.93,329.05,1100.27,20
3841,2025-01-01,2589.44,752.01,2400.96,15
3842,2025-01-01,1205.25,479.07,687.97,22
3843,2025-01-01,3172.39,727.60,1370.89,13
3844,2025-01-01,792.12,131.61,717.36,16
3845,2025-01-01,1860.46,544.15,1315.07,21
3846,2025-01-01,1773.80,440.68,908.03,16
3847,2025-01-01,1484.28,170.42,628.17,19
3848,2025-01-01,2126.44,468.51,821.74,26
3849,2025-01-01,3554.89,294.60,941.67,13
3850,2025-01-01,1941.62,302.86,194.71,19
3851,2025-01-01,394.88,157.16,22.25,16
3852,2025-01-01,1978.80,628.97,1643.05,15
3853,2025-01-01,434.61,137.40,226.93,11
3854,2025-01-01,1625.36,442.28,1390.12,11
3855,2025-01-01,983.53,286.05,723.34,9
3856,2025-01-01,1574.50,311.80,120.11,15
3857,2025-01-01,1264.93,161.72,1134.17,18
3858,2025-01-01,5046.22,935.29,3573.95,24
3859,2025-01-01,836.42,97.11,574.11,8
3860,2025-01-01,600.55,198.18,156.71,12
3861,2025-01-01,1292.73,93.51,461.94,12
3862,2025-01-01,483.65,187.93,31.39,12
3863,2025-01-01,1322.94,85.24,236.20,17
3864,2025-01-01,4969.25,605.70,2592.30,19
3865,2025-01-01,2374.83,383.34,2177.86,18
3866,2025-01-01,2092.92,162.36,1336.50,12
3867,2025-01-01,2011.17,762.53,726.43,24
3868,2025-01-01,41428.45,15524.12,8079.11,22
3869,2025-01-01,1125.38,88.89,481.27,13
3870,2025-01-01,855.92,60.30,801.23,25
3871,2025-01-01,2247.03,869.00,497.85,18
3872,2025-01-01,1782.06,502.18,872.65,9
3873,2025-01-01,3391.20,825.88,249.73,21
3874,2025-01-01,2594.35,173.58,450.35,22
3875,2025-01-01,692.01,45.13,488.19,17
3876,2025-01-01,1940.36,544.60,245.93,23
3877,2025-01-01,1290.76,85.46,372.40,12
3878,2025-01-01,1500.53,141.46,1355.62,20
3879,2025-01-01,3362.29,821.11,1734.88,13
3880,2025-01-01,1710.36,572.98,878.81,16
3881,2025-01-01,1931.11,610.48,396.15,19
3882,2025-01-01,1956.01,482.66,682.96,25
3883,2025-01-01,3391.37,1038.67,1043.01,17
3884,2025-01-01,8323.43,1949.75,3857.15,12
3885,2025-01-01,38966.68,2515.74,11399.45,13
3886,2025-01-01,2825.07,745.98,1424.56,14
3887,2025-01-01,487.63,67.03,433.42,17
3888,2025-01-01,2352.55,232.74,1986.80,23
3889,2025-01-01,2180.88,237.63,499.77,14
3890,2025-01-01,4928.11,872.13,3379.01,22
3891,2025-01-01,1914.83,492.95,725.89,22
3892,2025-01-01,1340.97,297.00,541.70,22
3893,2025-01-01,718.90,206.78,639.85,20
3894,2025-01-01,838.48,99.55,702.53,28
3895,2025-01-01,2820.96,1013.22,661.23,22
3896,2025-01-01,957.33,333.45,324.26,23
3897,2025-01-01,893.09,121.22,437.89,20
3898,2025-01-01,2613.91,1007.35,814.79,11
3899,2025-01-01,5758.61,1574.00,1955.52,19
3900,2025-01-01,2303.47,332.97,1502.65,20
3901,2025-01-01,2206.14,688.20,182.07,20
3902,2025-01-01,3559.62,1123.04,1106.47,19
3903,2025-01-01,3328.64,198.78,1562.09,16
3904,2025-01-01,5009.95,1528.68,4227.65,18
3905,2025-01-01,676.66,80.04,569.88,24
3906,2025-01-01,649.88,40.44,324.96,16
3907,2025-01-01,415.90,60.47,178.96,23
3908,2025-01-01,2876.44,179.27,1679.42,22
3909,2025-01-01,6736.96,1683.18,5411.68,18
3910,2025-01-01,2234.50,347.02,721.79,14
3911,2025-01-01,1179.27,89.48,357.73,16
3912,2025-01-01,695.51,69.23,409.56,18
3913,2025-01-01,2697.45,479.21,1074.49,23
3914,2025-01-01,1093.60,385.95,528.85,12
3915,2025-01-01,1622.12,300.30,845.66,18
3916,2025-01-01,557.53,64.60,274.93,21
3917,2025-01-01,2770.44,636.90,1796.00,22
3918,2025-01-01,3997.93,1386.60,735.38,14
3919,2025-01-01,2221.98,277.93,825.66,12
3920,2025-01-01,3525.30,1037.44,2155.47,20
3921,2025-01-01,1233.29,76.10,760.24,23
3922,2025-01-01,2068.74,145.47,721.46,14
3923,2025-01-01,1449.45,568.62,252.99,17
3924,2025-01-01,2903.20,627.62,1922.19,11
3925,2025-01-01,4256.18,1568.20,3680.93,15
3926,2025-01-01,2332.77,529.60,205.69,12
3927,2025-01-01,4079.53,712.20,792.86,15
3928,2025-01-01,486.46,121.96,246.84,13
3929,2025-01-01,1088.90,342.06,303.63,14
3930,2025-01-01,4204.47,1226.30,3633.10,14
3931,2025-01-01,3387.61,588.25,1552.86,23
3932,2025-01-01,5064.51,1709.20,3838.92,10
3933,2025-01-01,1635.17,138.93,975.31,24
3934,2025-01-01,1421.53,315.35,981.04,18
3935,2025-01-01,2719.07,909.75,2245.06,20
3936,2025-01-01,843.04,333.63,127.27,20
3937,2025-01-01,2716.73,186.32,690.08,11
3938,2025-01-01,1677.54,368.68,137.02,18
3939,2025-01-01,7186.92,1442.62,4416.88,12
3940,2025-01-01,2862.54,846.37,1723.67,19
3941,2025-01-01,1136.38,367.81,382.60,12
3942,2025-01-01,1805.45,445.79,138.26,11
3943,2025-01-01,4099.67,1299.39,3132.34,22
3944,2025-01-01,1090.40,190.56,274.17,16
3945,2025-01-01,2414.94,487.32,1998.99,16
3946,2025-01-01,5517.46,681.69,901.12,26
3947,2025-01-01,2594.67,936.57,381.56,22
3948,2025-01-01,4283.85,501.73,714.31,19
3949,2025-01-01,991.75,291.40,491.33,13
3950,2025-01-01,1053.53,359.38,171.74,24
3951,2025-01-01,1705.07,451.76,618.37,13
3952,2025-01-01,4268.73,1305.20,3718.28,19
3953,2025-01-01,3293.31,1187.91,237.97,17
3954,2025-01-01,1611.53,507.09,497.83,31
3955,2025-01-01,5943.28,2369.36,5281.60,25
3956,2025-01-01,3073.11,1083.20,1586.17,18
3957,2025-01-01,6389.26,2205.50,4577.84,13
3958,2025-01-01,1064.92,152.84,306.62,19
3959,2025-01-01,1183.56,76.53,438.02,18
3960,2025-01-01,731.82,276.70,303.92,17
3961,2025-01-01,800.37,293.68,157.22,24
3962,2025-01-01,2405.19,332.81,1796.57,15
3963,2025-01-01,2425.14,410.95,2117.42,19
3964,2025-01-01,1220.14,470.60,660.36,17
3965,2025-01-01,1566.15,500.98,331.03,23
3966,2025-01-01,17832.68,1909.81,13802.16,17
3967,2025-01-01,773.86,154.97,130.04,26
3968,2025-01-01,505.69,45.95,32.88,17
3969,2025-01-01,3388.37,380.28,1399.90,22
3970,2025-01-01,4605.15,478.66,2097.61,20
3971,2025-01-01,492.04,140.04,48.18,17
3972,2025-01-01,3964.53,310.92,780.37,18
3973,2025-01-01,1742.56,373.87,1181.52,17
3974,2025-01-01,420.23,69.57,356.26,18
3975,2025-01-01,1463.62,545.95,401.31,18
3976,2025-01-01,1111.64,177.60,876.25,19
3977,2025-01-01,2542.83,152.23,1105.72,16
3978,2025-01-01,2667.81,984.63,1357.83,21
3979,2025-01-01,1979.32,577.10,136.71,14
3980,2025-01-01,3543.29,840.22,2275.17,20
3981,2025-01-01,5057.58,666.73,490.33,16
3982,2025-01-01,3182.68,870.34,1421.74,16
3983,2025-01-01,1668.50,409.42,1137.27,17
3984,2025-01-01,1767.84,419.93,1348.48,19
3985,2025-01-01,1240.08,279.11,712.48,13
3986,2025-01-01,2635.92,213.34,1960.93,24
3987,2025-01-01,2808.40,706.76,1905.66,18
3988,2025-01-01,1676.27,666.56,508.63,19
3989,2025-01-01,1762.04,491.69,1489.32,19
3990,2025-01-01,7088.58,1342.07,3624.24,11
3991,2025-01-01,842.12,52.23,197.93,15
3992,2025-01-01,2925.61,354.97,1746.04,14
3993,2025-01-01,1194.31,76.89,1111.25,11
3994,2025-01-01,4893.76,1283.03,1840.03,19
3995,2025-01-01,1693.97,187.49,1197.01,21
3996,2025-01-01,469.49,67.83,133.73,18
