cartao_id,cliente_id,data_transacao,valor_transacao,categoria_estabelecimento,canal_transacao
95,413,2025-03-01,235276.91,jogos,online
95,413,2025-04-20,220535.95,transporte,online
95,413,2025-04-25,212075.23,streaming,fisico
95,413,2025-04-27,9324.32,streaming,online
96,414,2025-01-08,94935.48,transporte,fisico
96,414,2025-01-14,33442.79,alimentacao,online
96,414,2025-01-15,21563.05,transporte,online
96,414,2025-01-20,178275.37,varejo,fisico
96,414,2025-01-24,106088.34,varejo,online
96,414,2025-02-03,17551.48,streaming,online
96,414,2025-02-25,107598.62,jogos,online
96,414,2025-02-25,12971.80,streaming,online
96,414,2025-02-06,213765.16,streaming,online
96,414,2025-02-14,248367.15,varejo,online
96,414,2025-02-03,80117.99,alimentacao,fisico
96,414,2025-02-18,231225.64,varejo,online
96,414,2025-02-16,21799.50,varejo,online
96,414,2025-03-16,11511.96,varejo,online
96,414,2025-03-08,103344.26,streaming,fisico
96,414,2025-03-10,174632.39,jogos,online
96,414,2025-03-16,36214.58,streaming,fisico
96,414,2025-03-12,174336.05,varejo,online
96,414,2025-04-17,89840.65,jogos,online
97,415,2025-01-24,227964.19,varejo,online
97,415,2025-01-16,206287.83,varejo,online
97,415,2025-01-06,126611.95,alimentacao,fisico
97,415,2025-01-18,128942.84,transporte,online
97,415,2025-02-03,119929.30,streaming,online
97,415,2025-02-01,201152.23,streaming,online
97,415,2025-02-01,144907.08,streaming,online
97,415,2025-03-25,166112.41,streaming,fisico
97,415,2025-03-16,141592.24,streaming,fisico
97,415,2025-03-19,222504.22,varejo,fisico
97,415,2025-04-09,139191.16,alimentacao,online
97,415,2025-04-14,135335.70,alimentacao,online
97,415,2025-04-09,52856.23,streaming,online
97,415,2025-04-25,226080.56,jogos,online
97,415,2025-04-21,217356.24,streaming,fisico
98,417,2025-01-03,10076.89,varejo,fisico
98,417,2025-01-10,176701.00,streaming,online
98,417,2025-01-21,125337.97,varejo,fisico
98,417,2025-02-20,188000.55,transporte,fisico
98,417,2025-02-22,235602.03,varejo,online
98,417,2025-03-21,212651.12,alimentacao,fisico
98,417,2025-03-08,30752.40,streaming,online
98,417,2025-04-18,230389.08,alimentacao,fisico
98,417,2025-04-02,25933.16,alimentacao,online
98,417,2025-04-24,2601.90,varejo,fisico
98,417,2025-04-13,115904.13,varejo,fisico
98,417,2025-04-23,188949.42,alimentacao,online
99,419,2025-01-26,190023.49,jogos,fisico
99,419,2025-01-13,107304.12,transporte,online
99,419,2025-01-15,23399.32,varejo,online
99,419,2025-02-14,88768.38,transporte,online
99,419,2025-02-12,90682.82,jogos,online
99,419,2025-02-07,38180.09,transporte,fisico
99,419,2025-03-02,102521.13,transporte,online
99,419,2025-03-21,95273.04,streaming,fisico
99,419,2025-03-10,227161.46,varejo,fisico
99,419,2025-03-28,94276.86,alimentacao,fisico
99,419,2025-04-04,120061.37,jogos,online
100,420,2025-01-23,188888.14,alimentacao,online
100,420,2025-01-16,76690.74,jogos,fisico
100,420,2025-02-28,136215.42,alimentacao,fisico
100,420,2025-02-11,220183.81,streaming,fisico
100,420,2025-03-25,236892.59,transporte,online
100,420,2025-03-06,58709.95,streaming,fisico
100,420,2025-03-25,8823.92,streaming,fisico
100,420,2025-03-26,206496.46,transporte,online
100,420,2025-03-17,145103.18,varejo,fisico
100,420,2025-03-16,60280.54,jogos,online
100,420,2025-03-12,3520.43,streaming,online
100,420,2025-04-26,200820.43,transporte,online
100,420,2025-04-21,44696.46,alimentacao,online
101,424,2025-01-15,155448.65,jogos,online
101,424,2025-01-24,107351.57,alimentacao,online
101,424,2025-01-21,122938.32,alimentacao,fisico
101,424,2025-03-08,53312.08,varejo,fisico
101,424,2025-03-04,120875.41,varejo,fisico
101,424,2025-03-17,16251.17,varejo,fisico
101,424,2025-04-03,113161.76,streaming,online
101,424,2025-04-08,244917.23,alimentacao,online
102,429,2025-01-05,73545.30,streaming,online
102,429,2025-02-02,120782.10,jogos,fisico
102,429,2025-02-12,142777.16,alimentacao,online
102,429,2025-02-19,203462.71,transporte,online
102,429,2025-02-19,73565.07,jogos,online
102,429,2025-03-01,189022.98,jogos,fisico
102,429,2025-03-03,115677.68,alimentacao,fisico
102,429,2025-04-19,105314.56,transporte,fisico
102,429,2025-04-04,198825.82,transporte,online
102,429,2025-04-16,32551.40,alimentacao,fisico
102,429,2025-04-07,68437.77,jogos,online
102,429,2025-04-21,196959.23,varejo,fisico
102,429,2025-04-11,11100.68,streaming,online
102,429,2025-04-23,49106.10,streaming,fisico
103,432,2025-01-22,6210.36,varejo,online
103,432,2025-01-24,213822.29,jogos,online
103,432,2025-01-06,180148.05,streaming,online
103,432,2025-01-24,174214.92,streaming,fisico
103,432,2025-01-28,63501.35,transporte,online
103,432,2025-01-28,245002.39,alimentacao,fisico
103,432,2025-01-15,230396.75,transporte,online
103,432,2025-01-20,107264.44,streaming,online
103,432,2025-01-14,93794.45,transporte,fisico
103,432,2025-01-01,139872.41,jogos,online
103,432,2025-01-07,172829.66,transporte,fisico
103,432,2025-01-23,108963.25,alimentacao,online
103,432,2025-01-02,198896.16,jogos,fisico
103,432,2025-01-04,58336.18,jogos,online
103,432,2025-01-06,189785.57,jogos,fisico
103,432,2025-02-17,181268.37,jogos,online
103,432,2025-02-19,199142.44,varejo,online
103,432,2025-02-03,103234.08,alimentacao,fisico
103,432,2025-02-22,113312.34,streaming,fisico
103,432,2025-02-14,119385.00,varejo,online
103,432,2025-02-27,227628.46,streaming,online
103,432,2025-02-08,96838.75,alimentacao,fisico
103,432,2025-02-18,243111.53,transporte,fisico
103,432,2025-02-13,18996.25,alimentacao,online
103,432,2025-02-26,18677.01,varejo,online
103,432,2025-02-05,200443.30,streaming,online
103,432,2025-02-19,29352.30,transporte,fisico
103,432,2025-02-16,14217.15,streaming,fisico
103,432,2025-02-26,134166.22,streaming,fisico
103,432,2025-02-11,198151.55,transporte,online
103,432,2025-02-09,71074.89,jogos,fisico
103,432,2025-02-16,33962.26,alimentacao,online
103,432,2025-02-17,198692.36,varejo,fisico
103,432,2025-02-09,161763.76,streaming,online
103,432,2025-02-12,154809.90,transporte,fisico
103,432,2025-02-10,185421.36,varejo,online
103,432,2025-02-26,81874.22,streaming,online
103,432,2025-02-28,46182.34,alimentacao,online
103,432,2025-03-19,150472.74,transporte,fisico
103,432,2025-03-04,189230.48,alimentacao,fisico
103,432,2025-03-06,109748.09,alimentacao,online
103,432,2025-03-23,145604.84,streaming,fisico
103,432,2025-03-07,165466.87,streaming,online
103,432,2025-03-17,64791.53,streaming,fisico
103,432,2025-03-09,223255.42,transporte,online
103,432,2025-03-17,113859.61,varejo,online
103,432,2025-03-07,198115.00,alimentacao,online
103,432,2025-03-07,87219.56,varejo,online
103,432,2025-03-06,74861.09,alimentacao,online
103,432,2025-03-03,119656.77,varejo,online
103,432,2025-03-27,151799.68,transporte,fisico
103,432,2025-03-04,36145.42,streaming,fisico
103,432,2025-03-27,201616.79,transporte,online
103,432,2025-03-08,213058.93,varejo,fisico
103,432,2025-04-17,109653.55,transporte,fisico
103,432,2025-04-25,243726.02,varejo,fisico
103,432,2025-04-11,36975.41,varejo,fisico
103,432,2025-04-19,83975.56,streaming,fisico
103,432,2025-04-23,172156.54,varejo,fisico
103,432,2025-04-14,46294.54,alimentacao,online
103,432,2025-04-06,110793.08,streaming,online
103,432,2025-04-11,220874.77,jogos,online
103,432,2025-04-28,156564.29,streaming,fisico
103,432,2025-04-20,249169.61,varejo,fisico
103,432,2025-04-16,214802.10,transporte,fisico
103,432,2025-04-28,21660.98,jogos,fisico
103,432,2025-04-25,53839.61,jogos,fisico
103,432,2025-04-24,71461.70,alimentacao,online
103,432,2025-04-21,18322.57,streaming,fisico
103,432,2025-04-04,148033.32,alimentacao,fisico
103,432,2025-04-07,140525.45,streaming,fisico
103,432,2025-04-02,45743.76,transporte,fisico
104,441,2025-01-06,124816.90,streaming,online
104,441,2025-01-12,28697.03,alimentacao,online
104,441,2025-02-17,24273.01,transporte,online
104,441,2025-02-28,169002.54,jogos,online
104,441,2025-02-19,179854.47,transporte,fisico
104,441,2025-02-12,27178.07,varejo,fisico
104,441,2025-02-05,5248.54,varejo,fisico
104,441,2025-03-07,31419.37,transporte,online
104,441,2025-04-22,25691.41,transporte,fisico
104,441,2025-04-24,27145.66,streaming,online
104,441,2025-04-14,219961.96,varejo,fisico
105,444,2025-01-04,47645.74,transporte,fisico
105,444,2025-01-22,221739.15,streaming,online
105,444,2025-01-06,37190.02,alimentacao,online
105,444,2025-02-17,63717.45,alimentacao,fisico
105,444,2025-02-04,228145.11,varejo,online
105,444,2025-02-15,116019.75,jogos,online
105,444,2025-02-11,25060.05,jogos,fisico
105,444,2025-03-02,160733.42,streaming,online
105,444,2025-03-25,158633.14,streaming,fisico
105,444,2025-03-20,17716.16,jogos,online
105,444,2025-03-10,234463.49,streaming,online
105,444,2025-04-20,88720.15,alimentacao,online
105,444,2025-04-23,81414.29,jogos,fisico
106,446,2025-01-25,228278.06,streaming,fisico
106,446,2025-01-08,226857.51,varejo,online
106,446,2025-01-10,14553.85,streaming,online
106,446,2025-01-08,243531.82,transporte,online
106,446,2025-02-12,90222.17,streaming,fisico
106,446,2025-02-26,230218.76,jogos,fisico
106,446,2025-02-24,211031.88,alimentacao,fisico
106,446,2025-03-27,107431.95,varejo,online
106,446,2025-03-04,22592.69,streaming,online
106,446,2025-03-08,25220.73,transporte,online
106,446,2025-03-23,53442.50,alimentacao,online
106,446,2025-04-04,160565.08,streaming,online
106,446,2025-04-08,57725.44,transporte,fisico
106,446,2025-04-15,12339.58,streaming,online
106,446,2025-04-23,50470.04,jogos,fisico
107,464,2025-01-15,26722.63,jogos,fisico
107,464,2025-01-01,8239.63,alimentacao,fisico
107,464,2025-02-28,14910.11,varejo,online
107,464,2025-02-18,211328.07,transporte,online
107,464,2025-02-07,103604.93,jogos,fisico
107,464,2025-03-03,102132.94,alimentacao,fisico
107,464,2025-03-01,121499.27,streaming,online
107,464,2025-03-05,220487.29,alimentacao,fisico
107,464,2025-03-10,142976.35,alimentacao,online
107,464,2025-03-19,23803.28,alimentacao,fisico
107,464,2025-03-12,28814.89,transporte,online
107,464,2025-03-18,145462.81,varejo,online
107,464,2025-03-07,118642.21,streaming,online
107,464,2025-03-08,117811.58,transporte,online
107,464,2025-04-04,40477.32,varejo,online
107,464,2025-04-17,209505.78,transporte,online
107,464,2025-04-26,124165.70,varejo,fisico
107,464,2025-04-20,74480.21,alimentacao,online
108,469,2025-01-28,69156.36,alimentacao,online
108,469,2025-01-26,118166.02,varejo,fisico
108,469,2025-01-19,184284.33,transporte,fisico
108,469,2025-02-14,159518.91,transporte,fisico
108,469,2025-02-04,100779.89,alimentacao,online
108,469,2025-03-15,190287.73,transporte,fisico
108,469,2025-03-10,133482.52,jogos,fisico
108,469,2025-03-17,204596.33,streaming,fisico
108,469,2025-03-02,185660.43,varejo,online
108,469,2025-03-21,125645.95,varejo,fisico
108,469,2025-04-24,232145.82,streaming,online
108,469,2025-04-10,249344.46,transporte,online
108,469,2025-04-19,25885.71,alimentacao,fisico
108,469,2025-04-04,8294.92,streaming,online
108,469,2025-04-11,244913.60,transporte,fisico
109,471,2025-01-10,68626.95,streaming,online
109,471,2025-01-26,207503.88,transporte,fisico
109,471,2025-01-20,187857.81,alimentacao,fisico
109,471,2025-01-13,132661.48,streaming,online
109,471,2025-01-15,15672.52,alimentacao,online
109,471,2025-01-02,115549.02,alimentacao,online
109,471,2025-01-17,35066.00,transporte,online
109,471,2025-01-28,37409.62,varejo,online
109,471,2025-01-25,162411.55,varejo,online
109,471,2025-01-19,6548.08,alimentacao,online
109,471,2025-01-23,26275.55,transporte,online
109,471,2025-01-02,229130.79,transporte,fisico
109,471,2025-01-18,118258.53,transporte,fisico
109,471,2025-01-04,101527.97,streaming,online
109,471,2025-01-16,1401.33,alimentacao,online
109,471,2025-01-04,249433.82,transporte,fisico
109,471,2025-01-18,43911.52,varejo,online
109,471,2025-01-26,193025.51,transporte,online
109,471,2025-01-01,243803.88,alimentacao,fisico
109,471,2025-02-28,58150.78,alimentacao,fisico
109,471,2025-02-28,215212.67,varejo,fisico
109,471,2025-02-25,131617.88,alimentacao,fisico
109,471,2025-02-10,68057.20,alimentacao,fisico
109,471,2025-02-26,152223.45,varejo,fisico
109,471,2025-02-13,191448.16,alimentacao,fisico
109,471,2025-02-05,170698.99,streaming,online
109,471,2025-02-04,130371.84,streaming,fisico
109,471,2025-02-27,147741.61,streaming,online
109,471,2025-02-09,115627.91,jogos,online
109,471,2025-02-09,87311.29,alimentacao,fisico
109,471,2025-02-18,149765.59,varejo,online
109,471,2025-02-23,11722.13,alimentacao,fisico
109,471,2025-02-20,24121.55,varejo,online
109,471,2025-02-17,38358.92,streaming,online
109,471,2025-02-08,219765.19,streaming,online
109,471,2025-02-17,175604.33,streaming,fisico
109,471,2025-02-17,132885.66,alimentacao,online
109,471,2025-02-02,39983.16,alimentacao,online
109,471,2025-02-03,153822.20,transporte,online
109,471,2025-02-09,132784.48,alimentacao,online
109,471,2025-03-17,185285.57,streaming,fisico
109,471,2025-03-03,137870.15,varejo,online
109,471,2025-03-03,165244.38,varejo,online
109,471,2025-03-07,74173.98,jogos,fisico
109,471,2025-03-22,29367.99,varejo,fisico
109,471,2025-03-14,179367.40,streaming,online
109,471,2025-03-15,91788.69,transporte,online
109,471,2025-03-06,238323.96,transporte,fisico
109,471,2025-03-19,193663.36,alimentacao,fisico
109,471,2025-03-18,183500.51,streaming,fisico
109,471,2025-03-09,208429.57,streaming,online
109,471,2025-03-01,226655.86,jogos,online
109,471,2025-03-23,41695.73,jogos,online
109,471,2025-03-21,103923.58,alimentacao,online
109,471,2025-03-19,139298.97,jogos,online
109,471,2025-03-10,188420.97,alimentacao,online
109,471,2025-03-18,174129.99,jogos,fisico
109,471,2025-03-02,35879.57,streaming,online
109,471,2025-03-14,15829.56,varejo,fisico
109,471,2025-04-03,85733.55,jogos,fisico
109,471,2025-04-17,229664.07,jogos,online
109,471,2025-04-12,133614.36,alimentacao,fisico
109,471,2025-04-28,41324.55,streaming,online
109,471,2025-04-24,203879.95,jogos,fisico
109,471,2025-04-12,221609.80,transporte,online
109,471,2025-04-03,213318.55,varejo,fisico
109,471,2025-04-07,78438.75,streaming,online
109,471,2025-04-05,237759.88,varejo,online
109,471,2025-04-19,196152.85,varejo,online
109,471,2025-04-23,144038.65,transporte,online
109,471,2025-04-11,196714.83,jogos,fisico
109,471,2025-04-16,148738.46,alimentacao,fisico
109,471,2025-04-28,171014.19,transporte,online
109,471,2025-04-27,227035.95,transporte,fisico
110,475,2025-01-13,15689.54,jogos,online
110,475,2025-01-06,138152.20,streaming,fisico
110,475,2025-01-21,69653.44,transporte,online
110,475,2025-01-14,248332.65,varejo,fisico
110,475,2025-01-12,51491.79,transporte,online
110,475,2025-02-03,214141.56,streaming,online
110,475,2025-02-20,5283.54,streaming,online
110,475,2025-02-06,121996.47,jogos,fisico
110,475,2025-02-22,217286.54,alimentacao,online
110,475,2025-03-28,87460.00,alimentacao,fisico
110,475,2025-03-25,245729.67,alimentacao,fisico
110,475,2025-03-24,79913.85,streaming,online
110,475,2025-03-09,3511.42,transporte,fisico
110,475,2025-03-21,208874.90,transporte,fisico
110,475,2025-03-10,86958.90,streaming,online
110,475,2025-04-18,137322.53,alimentacao,online
110,475,2025-04-15,135749.93,streaming,fisico
110,475,2025-04-16,237473.89,alimentacao,online
111,476,2025-01-04,246424.89,varejo,online
111,476,2025-01-27,212741.31,streaming,online
111,476,2025-01-21,15063.95,varejo,online
111,476,2025-01-25,76772.57,varejo,fisico
111,476,2025-01-24,52216.14,streaming,online
111,476,2025-01-05,22128.50,jogos,fisico
111,476,2025-01-17,21466.15,transporte,online
111,476,2025-01-05,126480.26,varejo,fisico
111,476,2025-01-11,140895.07,alimentacao,online
111,476,2025-01-19,131296.07,streaming,online
111,476,2025-01-02,226710.94,varejo,online
111,476,2025-01-05,28755.78,varejo,online
111,476,2025-01-15,68070.60,alimentacao,online
111,476,2025-01-28,66942.17,alimentacao,online
111,476,2025-01-10,89960.13,alimentacao,online
111,476,2025-01-01,1245.17,streaming,fisico
111,476,2025-01-19,192487.22,alimentacao,online
111,476,2025-01-14,142203.09,jogos,online
111,476,2025-01-03,113736.51,varejo,fisico
111,476,2025-01-15,160687.05,alimentacao,fisico
111,476,2025-01-10,248352.63,jogos,fisico
111,476,2025-01-09,205023.29,varejo,fisico
111,476,2025-01-27,3109.10,streaming,fisico
111,476,2025-02-23,76849.43,jogos,fisico
111,476,2025-02-09,193815.58,varejo,fisico
111,476,2025-02-12,70309.25,varejo,fisico
111,476,2025-02-20,42205.44,transporte,fisico
111,476,2025-02-23,127185.68,transporte,online
111,476,2025-02-05,155446.24,alimentacao,fisico
111,476,2025-02-25,148695.37,streaming,fisico
111,476,2025-02-21,151075.83,streaming,fisico
111,476,2025-02-19,248437.99,transporte,online
111,476,2025-02-23,46778.38,jogos,online
111,476,2025-02-15,190845.10,varejo,online
111,476,2025-02-12,203187.10,streaming,fisico
111,476,2025-02-08,28440.23,transporte,fisico
111,476,2025-02-26,16908.45,streaming,online
111,476,2025-02-24,187475.33,transporte,fisico
111,476,2025-02-14,78410.84,alimentacao,online
111,476,2025-03-19,69695.81,transporte,online
111,476,2025-03-04,85219.00,varejo,fisico
111,476,2025-03-10,159916.13,alimentacao,online
111,476,2025-03-22,69960.60,jogos,fisico
111,476,2025-03-15,243491.85,varejo,online
111,476,2025-03-15,18161.89,jogos,online
111,476,2025-03-15,157659.00,alimentacao,fisico
111,476,2025-03-06,7761.00,streaming,online
111,476,2025-03-25,169549.38,jogos,online
111,476,2025-03-04,7144.09,jogos,online
111,476,2025-03-21,3067.92,alimentacao,online
111,476,2025-03-09,237730.74,transporte,online
111,476,2025-04-01,31572.95,varejo,fisico
111,476,2025-04-08,226896.05,jogos,online
111,476,2025-04-13,249667.97,transporte,fisico
111,476,2025-04-24,50654.11,transporte,fisico
111,476,2025-04-18,221082.90,jogos,online
111,476,2025-04-19,82491.04,jogos,fisico
111,476,2025-04-06,62576.91,varejo,fisico
111,476,2025-04-21,164472.67,transporte,online
111,476,2025-04-25,129897.82,varejo,online
111,476,2025-04-04,46882.93,jogos,fisico
111,476,2025-04-01,38778.76,jogos,fisico
111,476,2025-04-17,169451.41,streaming,online
111,476,2025-04-17,14520.11,streaming,fisico
111,476,2025-04-08,230483.98,alimentacao,online
111,476,2025-04-20,112067.89,jogos,online
111,476,2025-04-02,184301.37,streaming,fisico
111,476,2025-04-12,134480.31,jogos,online
111,476,2025-04-11,14096.17,varejo,fisico
111,476,2025-04-21,184356.23,transporte,online
111,476,2025-04-07,30541.21,alimentacao,fisico
111,476,2025-04-01,106615.31,transporte,fisico
112,477,2025-01-13,143320.55,streaming,fisico
112,477,2025-01-26,152728.16,varejo,fisico
112,477,2025-01-02,60588.16,streaming,fisico
112,477,2025-01-25,204936.28,transporte,fisico
112,477,2025-01-20,200833.71,jogos,online
112,477,2025-02-18,57575.79,jogos,online
112,477,2025-02-13,236055.31,alimentacao,online
112,477,2025-02-25,170891.54,jogos,fisico
112,477,2025-03-17,86631.38,transporte,fisico
112,477,2025-03-28,22494.64,transporte,online
112,477,2025-03-22,196178.72,varejo,fisico
112,477,2025-03-11,3353.81,streaming,online
112,477,2025-03-12,91878.83,jogos,fisico
112,477,2025-03-08,179452.98,streaming,fisico
112,477,2025-04-21,152261.89,varejo,fisico
112,477,2025-04-07,201088.11,transporte,fisico
113,478,2025-01-15,97422.53,alimentacao,fisico
113,478,2025-01-24,237793.29,streaming,online
113,478,2025-01-28,173241.18,varejo,fisico
113,478,2025-01-22,180145.21,jogos,online
113,478,2025-01-20,65439.86,transporte,online
113,478,2025-01-16,26165.38,transporte,online
113,478,2025-01-22,168865.19,streaming,fisico
113,478,2025-01-14,86673.38,varejo,online
113,478,2025-01-27,236962.74,varejo,online
113,478,2025-01-10,219262.35,varejo,fisico
113,478,2025-01-14,25387.71,transporte,fisico
113,478,2025-01-22,193228.19,varejo,online
113,478,2025-01-05,148348.20,streaming,online
113,478,2025-01-21,147491.56,streaming,online
113,478,2025-01-16,102843.83,streaming,fisico
113,478,2025-01-10,204916.68,streaming,fisico
113,478,2025-01-12,56756.39,streaming,online
113,478,2025-01-15,82484.08,transporte,fisico
113,478,2025-01-25,168146.69,transporte,online
113,478,2025-01-08,249215.42,alimentacao,online
113,478,2025-02-06,141316.80,transporte,fisico
113,478,2025-02-07,219393.82,jogos,fisico
113,478,2025-02-24,118622.89,jogos,online
113,478,2025-02-02,120697.30,jogos,online
113,478,2025-02-10,102131.81,transporte,online
113,478,2025-02-10,52207.84,transporte,online
113,478,2025-02-22,104603.51,transporte,fisico
113,478,2025-02-25,248267.14,jogos,online
113,478,2025-02-02,10754.07,varejo,online
113,478,2025-02-20,146252.56,varejo,online
113,478,2025-02-19,123876.85,streaming,online
113,478,2025-02-19,78509.91,streaming,online
113,478,2025-02-12,118253.97,streaming,online
113,478,2025-02-11,193406.17,streaming,fisico
113,478,2025-02-23,217227.62,alimentacao,fisico
113,478,2025-02-14,224892.85,alimentacao,fisico
113,478,2025-02-16,226150.34,varejo,online
113,478,2025-02-07,231435.50,jogos,online
113,478,2025-02-16,159754.66,jogos,online
113,478,2025-02-06,149003.22,transporte,fisico
113,478,2025-02-19,23795.52,transporte,fisico
113,478,2025-02-14,102624.88,jogos,fisico
113,478,2025-03-04,161450.72,varejo,online
113,478,2025-03-08,220418.16,jogos,online
113,478,2025-03-20,157258.90,transporte,online
113,478,2025-03-11,158012.74,transporte,online
113,478,2025-03-15,158492.14,transporte,fisico
113,478,2025-03-17,163925.64,varejo,online
113,478,2025-03-13,34303.21,varejo,online
113,478,2025-03-07,2073.42,varejo,online
113,478,2025-03-09,244364.05,alimentacao,online
113,478,2025-03-07,191637.70,jogos,fisico
113,478,2025-03-17,132198.12,jogos,fisico
113,478,2025-03-17,49126.49,streaming,online
113,478,2025-03-07,141215.33,streaming,online
113,478,2025-03-14,63163.15,varejo,fisico
113,478,2025-03-09,152006.61,streaming,fisico
113,478,2025-03-10,244212.01,jogos,online
113,478,2025-03-19,90504.24,transporte,online
113,478,2025-03-09,106522.34,streaming,online
113,478,2025-03-04,193107.29,alimentacao,online
113,478,2025-04-27,10056.61,transporte,fisico
113,478,2025-04-28,243283.12,transporte,online
113,478,2025-04-16,52863.71,jogos,online
113,478,2025-04-14,233298.94,jogos,online
113,478,2025-04-25,23191.37,transporte,fisico
113,478,2025-04-19,62856.01,alimentacao,online
113,478,2025-04-06,27662.77,alimentacao,online
113,478,2025-04-12,79640.03,alimentacao,online
113,478,2025-04-16,62732.40,streaming,online
113,478,2025-04-09,171475.75,varejo,fisico
113,478,2025-04-12,121310.43,transporte,online
113,478,2025-04-13,21609.25,jogos,online
113,478,2025-04-10,74666.17,alimentacao,online
113,478,2025-04-09,73210.97,streaming,online
113,478,2025-04-21,17995.26,alimentacao,online
114,479,2025-01-24,232254.00,alimentacao,fisico
114,479,2025-01-07,116731.71,jogos,online
114,479,2025-01-14,110363.94,streaming,online
114,479,2025-01-21,172700.30,varejo,fisico
114,479,2025-01-11,217301.86,varejo,fisico
114,479,2025-02-22,13611.55,jogos,online
114,479,2025-02-01,46922.05,transporte,fisico
114,479,2025-03-22,120932.38,transporte,fisico
114,479,2025-03-15,165017.05,alimentacao,fisico
114,479,2025-04-18,61141.77,varejo,fisico
114,479,2025-04-21,155143.62,varejo,fisico
115,485,2025-01-17,70459.85,streaming,online
115,485,2025-01-19,152151.05,alimentacao,online
115,485,2025-01-17,3330.06,alimentacao,online
115,485,2025-01-09,163532.86,alimentacao,online
115,485,2025-01-19,163252.68,streaming,online
115,485,2025-01-18,134964.35,streaming,fisico
115,485,2025-01-21,32980.32,varejo,online
115,485,2025-01-01,43414.09,jogos,online
115,485,2025-01-19,169115.73,jogos,online
115,485,2025-01-12,159361.76,streaming,online
115,485,2025-01-25,125308.24,alimentacao,online
115,485,2025-01-13,1689.04,streaming,online
115,485,2025-01-03,86384.54,streaming,online
115,485,2025-01-09,174116.91,jogos,fisico
115,485,2025-01-21,115114.63,varejo,online
115,485,2025-01-16,164270.67,varejo,online
115,485,2025-01-04,30115.74,transporte,online
115,485,2025-01-03,99438.01,varejo,online
115,485,2025-01-03,1014.48,jogos,online
115,485,2025-01-17,72360.67,varejo,fisico
115,485,2025-01-15,44170.14,streaming,online
115,485,2025-01-26,173563.90,transporte,online
115,485,2025-02-13,245207.93,alimentacao,fisico
115,485,2025-02-28,36928.42,transporte,online
115,485,2025-02-19,62409.61,varejo,fisico
115,485,2025-02-05,187177.32,jogos,online
115,485,2025-02-01,191902.53,jogos,online
115,485,2025-02-28,125777.72,jogos,fisico
115,485,2025-02-20,160384.98,transporte,fisico
115,485,2025-02-17,32667.31,streaming,online
115,485,2025-02-11,90176.46,alimentacao,online
115,485,2025-02-25,181274.61,transporte,fisico
115,485,2025-02-23,100535.48,varejo,online
115,485,2025-02-17,44233.02,streaming,online
115,485,2025-02-27,128346.78,jogos,fisico
115,485,2025-02-12,189689.02,jogos,online
115,485,2025-02-24,128127.95,varejo,online
115,485,2025-02-05,202505.78,alimentacao,online
115,485,2025-02-20,211375.47,jogos,online
115,485,2025-02-21,97815.48,jogos,fisico
115,485,2025-02-17,139128.70,jogos,fisico
115,485,2025-02-03,140376.72,jogos,fisico
115,485,2025-02-10,210867.83,transporte,online
115,485,2025-02-04,204357.40,alimentacao,online
115,485,2025-02-16,144334.92,transporte,online
115,485,2025-02-10,56197.97,alimentacao,fisico
115,485,2025-02-19,126410.02,jogos,fisico
115,485,2025-02-04,153887.16,varejo,online
115,485,2025-02-16,8818.56,transporte,fisico
115,485,2025-03-13,154027.95,varejo,online
115,485,2025-03-24,96188.18,transporte,online
115,485,2025-03-07,155843.14,streaming,online
115,485,2025-03-12,220606.39,varejo,fisico
115,485,2025-03-01,117411.26,streaming,fisico
115,485,2025-03-04,248631.36,alimentacao,online
115,485,2025-03-27,103814.93,transporte,fisico
115,485,2025-03-26,44774.80,transporte,fisico
115,485,2025-03-12,201864.40,varejo,fisico
115,485,2025-03-05,105410.29,jogos,online
115,485,2025-03-05,28768.03,alimentacao,online
115,485,2025-03-25,223362.55,alimentacao,online
115,485,2025-03-15,25891.36,streaming,online
115,485,2025-03-13,144797.36,jogos,fisico
115,485,2025-03-11,169458.61,alimentacao,online
115,485,2025-03-02,168921.79,streaming,fisico
115,485,2025-03-11,213761.54,varejo,online
115,485,2025-03-13,217866.18,varejo,online
115,485,2025-03-27,148269.92,jogos,online
115,485,2025-03-18,184533.72,jogos,online
115,485,2025-04-13,104187.05,alimentacao,fisico
115,485,2025-04-21,118610.58,transporte,fisico
115,485,2025-04-06,216586.16,varejo,fisico
115,485,2025-04-23,16360.36,alimentacao,online
115,485,2025-04-07,178036.09,alimentacao,online
115,485,2025-04-06,43202.36,jogos,fisico
115,485,2025-04-07,100811.53,transporte,online
115,485,2025-04-19,153956.06,alimentacao,online
115,485,2025-04-12,9006.66,jogos,online
115,485,2025-04-14,73127.13,alimentacao,fisico
115,485,2025-04-10,221885.85,jogos,fisico
115,485,2025-04-11,64002.21,alimentacao,online
115,485,2025-04-17,10452.93,transporte,online
115,485,2025-04-17,129547.80,varejo,fisico
115,485,2025-04-18,93302.41,alimentacao,online
116,492,2025-01-15,98996.19,jogos,online
116,492,2025-01-01,115869.10,alimentacao,online
116,492,2025-01-15,57892.46,alimentacao,fisico
116,492,2025-01-06,198183.32,varejo,online
116,492,2025-02-12,223094.06,alimentacao,fisico
116,492,2025-02-09,60532.42,jogos,online
116,492,2025-02-09,85936.58,transporte,online
116,492,2025-02-06,22597.67,streaming,fisico
